,driver_gender,driver_race,is_arrested,search_conducted,stop_outcome,age_group
38503,male,asian/pacific islander,False,False,warning,10-30
38504,male,asian/pacific islander,False,False,warning,51-100
38505,male,white,False,False,warning,31-50
38506,female,hispanic,False,False,warning,10-30
38507,male,asian/pacific islander,True,True,arrest,10-30
38508,male,hispanic,False,False,warning,31-50
38509,female,hispanic,False,False,warning,10-30
38510,male,black,False,False,warning,31-50
38511,female,black,False,False,warning,10-30
38512,male,black,False,True,citation,51-100
38513,female,hispanic,False,False,warning,10-30
38514,male,hispanic,True,True,arrest,10-30
38515,male,hispanic,False,False,warning,10-30
38516,male,hispanic,False,False,warning,10-30
38517,male,black,False,False,warning,10-30
38518,male,hispanic,False,True,warning,10-30
38519,male,hispanic,True,True,arrest,10-30
38520,male,hispanic,False,True,warning,31-50
38521,male,black,False,False,warning,31-50
38522,male,white,False,False,warning,51-100
38523,female,white,False,False,warning,31-50
38524,female,hispanic,False,False,warning,31-50
38525,male,black,False,False,warning,10-30
38526,male,hispanic,False,False,citation,10-30
38527,female,black,False,False,warning,31-50
38528,female,black,False,False,citation,10-30
38529,male,black,False,False,citation,31-50
38530,male,black,False,True,warning,10-30
38531,male,white,False,False,warning,31-50
38532,male,white,False,False,citation,10-30
38533,male,hispanic,False,True,citation,31-50
38534,male,black,False,True,warning,10-30
38535,male,black,False,True,warning,31-50
38536,male,white,False,False,warning,31-50
38537,male,hispanic,False,False,citation,10-30
38538,male,white,False,False,warning,31-50
38539,male,black,False,False,warning,10-30
38540,male,hispanic,False,False,warning,10-30
38541,female,black,True,True,arrest,10-30
38542,male,white,True,False,arrest,10-30
38543,male,black,False,False,warning,51-100
38544,male,white,False,False,warning,10-30
38545,female,white,False,False,warning,31-50
38546,female,black,False,False,warning,31-50
38547,female,black,False,False,warning,10-30
38548,male,hispanic,False,False,warning,31-50
38549,male,hispanic,False,True,warning,31-50
38550,male,black,False,True,citation,10-30
38551,male,white,False,False,warning,31-50
38552,male,hispanic,False,False,citation,51-100
38553,male,hispanic,False,False,warning,10-30
38554,female,hispanic,False,False,warning,10-30
38555,male,black,False,True,citation,10-30
38556,female,hispanic,False,False,warning,10-30
38557,male,hispanic,False,True,citation,31-50
38558,male,hispanic,False,False,warning,10-30
38559,male,hispanic,False,False,warning,10-30
38560,male,white,False,True,citation,10-30
38561,male,hispanic,False,False,warning,31-50
38562,female,black,False,False,warning,10-30
38563,female,black,False,False,warning,10-30
38565,male,hispanic,False,True,warning,31-50
38566,male,white,False,True,warning,10-30
38567,male,white,False,False,warning,31-50
38568,male,hispanic,False,True,citation,10-30
38569,female,black,False,False,warning,10-30
38570,male,black,False,False,warning,10-30
38571,female,white,False,False,citation,51-100
38572,male,hispanic,False,False,warning,51-100
38573,male,hispanic,False,False,warning,10-30
38574,male,white,False,False,citation,10-30
38575,male,hispanic,False,False,warning,31-50
38576,male,white,False,False,warning,31-50
38577,male,hispanic,False,False,warning,31-50
38578,male,hispanic,False,False,warning,31-50
38579,male,black,False,False,warning,10-30
38580,male,hispanic,False,False,warning,31-50
38581,male,black,False,True,warning,31-50
38582,female,hispanic,False,False,citation,31-50
38583,male,hispanic,False,False,warning,10-30
38584,male,white,False,False,warning,10-30
38585,male,white,False,True,citation,10-30
38586,male,hispanic,False,False,warning,31-50
38587,male,hispanic,False,False,citation,10-30
38588,male,black,False,True,citation,10-30
38589,male,white,False,False,citation,31-50
38590,male,hispanic,False,True,warning,10-30
38591,male,hispanic,False,True,warning,10-30
38592,male,black,False,True,warning,10-30
38593,male,black,False,False,warning,51-100
38594,female,black,False,False,warning,51-100
38595,male,white,False,False,warning,31-50
38596,male,asian/pacific islander,False,False,citation,10-30
38597,female,white,False,False,citation,31-50
38598,male,hispanic,False,False,warning,10-30
38599,male,black,False,False,warning,31-50
38600,male,hispanic,False,False,citation,31-50
38601,female,white,False,False,citation,51-100
38602,male,black,False,False,warning,10-30
38603,male,hispanic,False,False,warning,10-30
38604,male,white,False,False,citation,31-50
38605,male,black,False,False,citation,10-30
38606,female,hispanic,False,False,citation,31-50
38607,female,white,False,False,warning,10-30
38608,male,black,False,False,warning,31-50
38609,male,black,False,False,warning,31-50
38610,male,hispanic,False,False,warning,31-50
38611,male,asian/pacific islander,False,False,warning,10-30
38612,male,hispanic,False,False,warning,31-50
38613,male,hispanic,False,False,warning,10-30
38614,male,hispanic,False,False,warning,31-50
38615,female,white,False,False,warning,51-100
38616,male,hispanic,False,False,warning,51-100
38617,male,white,False,False,warning,31-50
38618,male,white,False,False,warning,10-30
38619,female,hispanic,False,False,warning,31-50
38620,male,hispanic,False,False,warning,31-50
38621,male,asian/pacific islander,False,False,warning,31-50
38622,male,black,False,False,warning,31-50
38624,male,hispanic,False,False,citation,31-50
38625,male,black,False,False,citation,10-30
38626,male,black,False,False,warning,10-30
38627,female,black,False,False,citation,10-30
38628,male,asian/pacific islander,False,False,warning,10-30
38629,male,hispanic,True,True,arrest,10-30
38630,male,hispanic,False,False,warning,31-50
38631,male,black,False,False,warning,51-100
38632,male,black,False,False,warning,31-50
38633,male,white,False,False,warning,51-100
38634,female,hispanic,False,False,warning,10-30
38635,female,hispanic,False,False,warning,10-30
38636,male,asian/pacific islander,False,False,warning,10-30
38637,male,hispanic,False,False,warning,10-30
38638,male,white,False,False,warning,31-50
38639,male,hispanic,False,True,citation,51-100
38640,female,other,False,False,citation,10-30
38641,male,white,False,False,warning,31-50
38642,female,hispanic,False,False,warning,31-50
38643,female,black,False,False,warning,31-50
38644,male,black,False,False,warning,51-100
38645,male,black,False,False,warning,10-30
38646,male,black,False,False,warning,51-100
38647,male,asian/pacific islander,False,True,warning,10-30
38648,male,hispanic,False,False,warning,51-100
38649,female,hispanic,False,False,warning,10-30
38650,female,hispanic,False,False,warning,31-50
38651,male,black,False,True,warning,31-50
38652,male,hispanic,False,False,warning,31-50
38653,male,black,False,False,citation,10-30
38654,male,black,False,False,citation,51-100
38655,male,asian/pacific islander,False,False,citation,51-100
38656,male,hispanic,False,False,citation,10-30
38657,male,hispanic,False,False,warning,31-50
38658,male,asian/pacific islander,True,False,arrest,10-30
38659,male,white,False,False,warning,31-50
38660,female,black,False,False,citation,31-50
38661,male,white,False,False,warning,31-50
38662,male,hispanic,False,False,warning,31-50
38663,male,black,False,False,citation,31-50
38664,male,black,False,False,citation,31-50
38665,female,black,False,False,citation,10-30
38666,male,hispanic,False,False,warning,51-100
38667,male,black,False,True,citation,10-30
38668,female,black,False,False,citation,10-30
38669,female,white,False,False,warning,10-30
38670,female,white,False,False,warning,10-30
38671,male,black,False,False,warning,51-100
38672,male,black,False,False,warning,10-30
38673,female,hispanic,False,False,citation,31-50
38674,female,hispanic,True,True,arrest,10-30
38675,female,black,False,False,warning,10-30
38676,male,white,False,False,warning,31-50
38677,male,black,False,False,warning,51-100
38678,male,other,False,False,warning,10-30
38679,female,white,False,False,warning,10-30
38680,male,hispanic,False,False,warning,10-30
38681,female,black,False,False,warning,10-30
38682,female,hispanic,False,False,warning,31-50
38683,male,asian/pacific islander,False,False,citation,31-50
38684,male,black,False,False,citation,31-50
38685,female,hispanic,False,False,citation,31-50
38686,female,asian/pacific islander,False,False,citation,10-30
38687,female,hispanic,False,False,warning,31-50
38688,male,hispanic,False,False,citation,31-50
38689,male,black,False,True,citation,10-30
38690,male,white,False,False,warning,10-30
38691,male,asian/pacific islander,False,False,warning,10-30
38692,male,black,False,False,warning,10-30
38693,male,other,False,False,warning,51-100
38694,male,hispanic,False,False,warning,31-50
38695,male,other,False,False,warning,51-100
38696,male,hispanic,False,True,warning,10-30
38697,female,white,False,False,warning,31-50
38698,female,hispanic,False,False,warning,10-30
38699,female,hispanic,False,False,citation,31-50
38700,female,black,False,False,warning,10-30
38701,male,black,False,True,citation,10-30
38702,male,black,False,False,warning,31-50
38703,female,white,False,False,warning,31-50
38704,male,hispanic,False,False,warning,31-50
38705,male,hispanic,False,False,warning,51-100
38706,male,hispanic,False,True,warning,10-30
38707,male,white,False,False,warning,10-30
38708,male,black,False,False,warning,31-50
38709,female,hispanic,False,False,warning,10-30
38710,male,hispanic,False,False,citation,31-50
38711,male,hispanic,False,False,warning,31-50
38712,male,white,False,True,warning,51-100
38713,male,hispanic,False,False,warning,10-30
38714,male,hispanic,False,False,warning,10-30
38715,male,black,False,False,citation,31-50
38716,male,asian/pacific islander,False,False,citation,10-30
38717,male,hispanic,False,False,warning,10-30
38718,female,hispanic,False,True,citation,10-30
38719,male,black,False,False,citation,31-50
38720,male,black,False,False,citation,31-50
38721,male,black,False,True,warning,10-30
38722,male,black,False,False,citation,10-30
38723,male,hispanic,False,True,citation,31-50
38724,male,black,False,False,warning,10-30
38725,male,black,False,False,warning,10-30
38726,male,white,False,True,citation,10-30
38727,male,hispanic,False,False,warning,10-30
38728,female,hispanic,False,False,citation,10-30
38729,female,hispanic,False,False,citation,31-50
38730,female,white,False,False,citation,31-50
38731,male,hispanic,False,False,citation,31-50
38732,female,hispanic,False,False,citation,10-30
38734,male,black,False,False,citation,31-50
38735,male,hispanic,False,False,citation,31-50
38736,female,hispanic,False,False,citation,31-50
38737,female,black,False,False,citation,31-50
38738,female,black,False,False,citation,51-100
38739,male,other,False,False,citation,31-50
38740,male,hispanic,False,False,citation,10-30
38741,female,hispanic,False,False,citation,31-50
38742,male,other,False,False,citation,31-50
38743,male,hispanic,False,False,citation,10-30
38744,male,white,False,False,citation,31-50
38745,male,hispanic,False,False,citation,10-30
38746,female,hispanic,False,False,citation,10-30
38747,male,hispanic,False,False,citation,10-30
38748,male,hispanic,False,False,citation,31-50
38749,female,black,False,False,citation,51-100
38750,male,black,False,False,citation,31-50
38751,female,hispanic,False,False,citation,10-30
38752,male,hispanic,False,False,citation,31-50
38753,male,asian/pacific islander,False,False,citation,51-100
38754,male,hispanic,False,False,citation,10-30
38755,male,black,False,False,citation,10-30
38756,male,hispanic,False,False,citation,10-30
38757,female,hispanic,False,False,citation,10-30
38758,male,asian/pacific islander,False,False,citation,10-30
38759,male,white,False,False,citation,51-100
38760,male,white,False,False,citation,10-30
38761,female,black,False,False,warning,31-50
38762,male,black,False,True,warning,10-30
38763,female,hispanic,False,False,warning,31-50
38764,female,other,False,False,warning,31-50
38765,male,hispanic,False,False,warning,10-30
38766,female,hispanic,False,False,warning,31-50
38767,male,white,False,False,warning,51-100
38768,male,black,False,False,warning,51-100
38769,female,white,False,False,warning,31-50
38770,male,asian/pacific islander,False,False,citation,10-30
38771,male,black,False,True,citation,10-30
38772,female,asian/pacific islander,False,False,citation,31-50
38773,male,other,False,False,citation,31-50
38774,female,white,False,False,warning,31-50
38775,female,white,False,False,citation,31-50
38776,female,black,False,False,citation,31-50
38777,female,asian/pacific islander,False,False,citation,10-30
38778,female,other,False,False,warning,31-50
38779,male,white,False,False,warning,51-100
38780,male,other,False,False,warning,31-50
38781,male,hispanic,False,False,citation,10-30
38782,male,hispanic,False,True,warning,10-30
38783,male,asian/pacific islander,False,True,citation,10-30
38784,female,black,False,False,warning,51-100
38785,male,white,False,False,warning,31-50
38786,female,black,False,False,citation,10-30
38787,female,hispanic,False,False,warning,10-30
38788,female,hispanic,False,False,warning,31-50
38789,female,hispanic,False,False,warning,31-50
38790,female,white,False,False,warning,10-30
38791,male,black,False,False,warning,10-30
38792,female,black,False,False,warning,10-30
38793,male,hispanic,False,False,citation,31-50
38794,female,hispanic,False,False,citation,10-30
38795,male,hispanic,False,False,citation,10-30
38796,male,hispanic,False,False,citation,31-50
38797,male,hispanic,False,False,citation,31-50
38798,female,hispanic,False,False,citation,31-50
38799,male,other,False,False,citation,51-100
38800,male,hispanic,False,False,citation,10-30
38801,male,white,False,False,citation,31-50
38802,male,hispanic,False,False,citation,31-50
38803,female,hispanic,False,False,citation,10-30
38804,female,hispanic,False,False,citation,31-50
38805,male,white,False,False,citation,31-50
38806,male,white,False,False,citation,10-30
38807,male,hispanic,False,False,citation,10-30
38808,male,hispanic,False,False,citation,10-30
38809,male,hispanic,False,False,citation,31-50
38810,male,hispanic,False,False,citation,31-50
38811,male,hispanic,False,False,citation,10-30
38812,male,white,False,False,citation,10-30
38813,male,hispanic,False,False,citation,31-50
38814,male,asian/pacific islander,False,False,citation,31-50
38815,male,white,False,False,citation,31-50
38816,female,hispanic,False,False,citation,10-30
38817,male,other,False,False,citation,51-100
38818,male,hispanic,False,False,citation,31-50
38819,male,hispanic,False,False,citation,10-30
38820,male,hispanic,False,False,citation,31-50
38821,female,hispanic,False,False,citation,10-30
38822,male,hispanic,False,False,citation,31-50
38823,male,hispanic,False,False,citation,10-30
38824,female,black,False,False,citation,31-50
38825,male,white,False,True,citation,31-50
38826,female,asian/pacific islander,False,False,citation,10-30
38827,female,hispanic,False,False,warning,10-30
38828,male,hispanic,False,False,warning,10-30
38829,male,hispanic,False,True,warning,31-50
38831,male,white,False,False,warning,51-100
38832,male,asian/pacific islander,False,False,citation,31-50
38833,female,hispanic,False,False,citation,10-30
38834,female,white,False,False,warning,10-30
38835,female,black,False,False,warning,51-100
38836,female,other,False,False,citation,31-50
38837,female,hispanic,False,False,citation,10-30
38838,male,hispanic,False,False,warning,10-30
38839,male,hispanic,False,False,warning,31-50
38840,female,black,False,False,citation,31-50
38841,male,black,False,False,citation,31-50
38842,female,hispanic,False,False,citation,31-50
38844,female,hispanic,False,False,citation,31-50
38845,male,black,False,False,citation,31-50
38846,female,hispanic,False,False,citation,31-50
38847,male,hispanic,False,False,citation,31-50
38848,male,hispanic,False,False,citation,10-30
38849,male,hispanic,False,False,citation,51-100
38850,male,white,False,False,citation,51-100
38851,male,hispanic,False,False,citation,10-30
38852,male,hispanic,False,False,citation,51-100
38853,male,hispanic,False,False,citation,51-100
38854,female,hispanic,False,False,citation,10-30
38855,male,hispanic,False,False,citation,31-50
38856,male,hispanic,False,False,citation,31-50
38857,male,white,False,False,citation,31-50
38858,male,hispanic,False,False,citation,31-50
38859,male,black,False,False,citation,51-100
38860,male,black,False,False,citation,51-100
38861,male,white,False,False,citation,51-100
38862,male,other,False,False,citation,51-100
38863,male,white,False,False,citation,10-30
38864,male,black,False,False,citation,51-100
38865,male,hispanic,False,False,citation,51-100
38866,male,black,False,False,citation,51-100
38867,male,hispanic,False,False,citation,51-100
38868,male,black,False,False,citation,31-50
38869,male,black,False,False,citation,51-100
38870,female,hispanic,False,False,citation,31-50
38871,male,black,False,False,citation,31-50
38872,female,white,False,False,citation,10-30
38873,male,hispanic,False,False,citation,10-30
38874,female,hispanic,False,False,citation,31-50
38875,male,black,False,False,citation,10-30
38876,female,hispanic,False,False,citation,31-50
38877,female,black,False,False,citation,10-30
38878,male,black,False,False,citation,31-50
38879,male,asian/pacific islander,False,False,citation,31-50
38880,male,white,False,False,citation,51-100
38881,male,asian/pacific islander,False,False,warning,31-50
38882,female,white,False,False,warning,10-30
38883,female,black,False,False,warning,10-30
38884,male,hispanic,False,False,warning,10-30
38885,male,black,False,False,warning,10-30
38886,male,asian/pacific islander,False,False,warning,10-30
38887,male,hispanic,False,False,warning,31-50
38888,male,white,False,False,citation,10-30
38889,female,hispanic,False,False,warning,10-30
38890,male,black,False,False,warning,10-30
38891,male,hispanic,False,False,warning,10-30
38892,male,black,False,False,citation,31-50
38893,male,black,False,False,warning,31-50
38894,female,white,False,False,citation,10-30
38895,female,other,False,False,warning,31-50
38896,female,black,False,False,citation,51-100
38897,female,white,False,False,warning,10-30
38898,female,black,False,False,citation,31-50
38899,male,black,False,False,warning,51-100
38900,male,black,False,False,warning,31-50
38901,female,white,False,False,warning,10-30
38902,female,white,False,False,citation,31-50
38903,male,hispanic,False,False,warning,31-50
38904,female,white,False,False,citation,10-30
38905,female,black,False,False,warning,31-50
38906,female,white,False,False,warning,51-100
38907,male,other,False,False,citation,10-30
38908,male,hispanic,False,False,citation,31-50
38909,female,black,False,False,warning,10-30
38910,male,hispanic,False,True,warning,10-30
38911,female,black,False,False,warning,10-30
38912,male,hispanic,False,False,warning,10-30
38913,male,white,False,False,warning,10-30
38914,male,black,False,False,warning,10-30
38915,female,hispanic,False,False,warning,31-50
38916,male,hispanic,False,False,warning,31-50
38917,male,hispanic,False,True,warning,31-50
38918,male,black,False,True,warning,31-50
38919,female,white,False,False,citation,31-50
38920,female,white,False,False,citation,31-50
38921,female,hispanic,False,False,citation,10-30
38922,male,white,False,False,citation,31-50
38923,female,white,False,False,citation,31-50
38924,female,black,False,False,citation,31-50
38925,male,white,False,False,citation,31-50
38926,female,black,False,False,citation,31-50
38927,male,hispanic,False,False,citation,10-30
38928,female,white,False,False,citation,10-30
38929,male,hispanic,False,False,citation,10-30
38930,male,white,False,False,citation,10-30
38931,male,asian/pacific islander,False,False,warning,10-30
38932,male,hispanic,False,False,warning,10-30
38933,female,hispanic,False,False,citation,10-30
38934,female,black,False,False,citation,10-30
38935,female,hispanic,False,False,citation,31-50
38936,male,hispanic,False,False,citation,10-30
38937,male,hispanic,False,False,citation,31-50
38938,female,white,False,False,citation,10-30
38939,female,white,False,False,citation,10-30
38940,female,hispanic,False,False,citation,31-50
38941,female,hispanic,False,False,citation,31-50
38942,male,white,False,False,citation,31-50
38943,female,white,False,False,citation,31-50
38944,male,black,False,False,citation,10-30
38945,male,white,False,False,citation,10-30
38946,male,other,False,False,citation,31-50
38947,female,asian/pacific islander,False,False,citation,31-50
38948,female,hispanic,False,False,citation,31-50
38949,male,other,False,False,citation,10-30
38950,male,hispanic,False,False,citation,10-30
38951,male,hispanic,False,True,warning,31-50
38952,male,black,False,True,citation,51-100
38953,female,black,False,False,citation,51-100
38954,male,hispanic,False,False,citation,51-100
38955,female,white,False,False,warning,51-100
38956,male,hispanic,False,False,warning,31-50
38957,male,black,False,False,warning,10-30
38958,female,black,False,False,warning,31-50
38959,female,hispanic,False,False,citation,10-30
38960,female,white,False,False,citation,31-50
38961,female,black,False,True,citation,10-30
38962,male,black,False,True,citation,10-30
38963,female,hispanic,False,False,warning,10-30
38964,male,hispanic,False,True,warning,10-30
38965,female,hispanic,False,False,citation,10-30
38966,female,hispanic,False,False,citation,10-30
38967,female,black,False,False,citation,51-100
38968,male,hispanic,False,False,citation,10-30
38969,female,white,False,False,citation,10-30
38970,male,other,False,False,citation,31-50
38971,male,white,False,False,citation,51-100
38972,female,hispanic,False,False,citation,10-30
38973,male,white,False,False,citation,51-100
38974,male,asian/pacific islander,False,False,citation,10-30
38975,female,asian/pacific islander,False,False,citation,10-30
38976,male,white,False,False,citation,51-100
38977,female,hispanic,False,False,citation,10-30
38978,female,hispanic,False,False,citation,10-30
38979,female,hispanic,False,False,citation,10-30
38980,male,black,False,False,citation,10-30
38981,female,hispanic,False,False,citation,31-50
38982,male,white,False,False,citation,31-50
38983,male,hispanic,False,False,citation,10-30
38984,female,hispanic,False,False,citation,31-50
38985,female,white,False,False,citation,51-100
38986,female,white,False,False,citation,31-50
38987,male,hispanic,False,False,citation,10-30
38988,male,hispanic,False,False,citation,31-50
38989,female,white,False,False,citation,10-30
38990,female,white,False,False,citation,31-50
38991,male,white,False,False,citation,10-30
38992,male,other,False,False,citation,10-30
38993,male,black,False,False,citation,31-50
38994,male,other,False,False,citation,31-50
38995,male,hispanic,False,False,citation,31-50
38996,female,hispanic,False,False,citation,31-50
38997,female,hispanic,False,False,citation,10-30
38998,female,black,False,False,citation,31-50
38999,female,other,False,False,citation,10-30
39000,male,white,False,False,citation,10-30
39001,male,hispanic,False,False,citation,31-50
39002,female,hispanic,False,False,citation,31-50
39003,male,white,False,False,citation,31-50
39004,female,black,False,False,citation,31-50
39005,male,hispanic,False,False,citation,51-100
39006,male,hispanic,False,False,citation,31-50
39007,male,hispanic,False,False,citation,10-30
39008,female,black,False,False,citation,51-100
39009,male,white,False,False,citation,10-30
39010,male,hispanic,False,False,citation,31-50
39011,male,hispanic,False,False,citation,10-30
39012,female,hispanic,False,False,citation,51-100
39013,female,white,False,False,citation,31-50
39014,male,black,False,False,citation,10-30
39015,male,hispanic,False,False,citation,10-30
39016,female,other,False,False,citation,31-50
39017,male,white,False,False,citation,31-50
39018,female,hispanic,False,False,citation,10-30
39019,male,hispanic,False,False,citation,10-30
39020,female,other,False,False,citation,31-50
39021,male,hispanic,False,False,citation,51-100
39022,male,hispanic,False,False,citation,10-30
39023,male,white,False,False,warning,31-50
39024,male,white,False,True,warning,51-100
39025,male,hispanic,False,False,warning,51-100
39026,female,white,False,False,warning,10-30
39027,female,black,False,True,warning,31-50
39028,male,hispanic,False,True,citation,10-30
39029,male,black,False,False,warning,10-30
39030,male,black,False,False,warning,10-30
39031,male,black,False,False,warning,51-100
39032,female,hispanic,False,False,citation,31-50
39033,male,other,False,False,warning,10-30
39034,male,asian/pacific islander,False,False,citation,31-50
39035,male,black,False,False,citation,10-30
39036,male,black,False,False,warning,31-50
39037,female,white,False,False,warning,10-30
39038,male,black,False,False,warning,10-30
39039,male,white,False,False,warning,10-30
39040,male,black,False,False,warning,10-30
39041,male,black,False,True,warning,31-50
39042,female,black,False,True,warning,10-30
39043,female,white,False,False,warning,31-50
39044,male,hispanic,False,False,warning,10-30
39045,male,white,False,True,warning,10-30
39046,female,black,False,True,citation,10-30
39047,male,black,False,True,warning,10-30
39048,female,hispanic,False,False,warning,31-50
39049,female,hispanic,False,False,warning,31-50
39050,male,black,False,True,warning,31-50
39051,male,hispanic,False,False,warning,31-50
39052,male,hispanic,False,False,warning,10-30
39053,male,hispanic,False,True,warning,10-30
39054,male,black,False,False,warning,51-100
39055,male,black,False,False,warning,10-30
39056,male,black,False,True,citation,10-30
39057,male,black,False,False,warning,31-50
39058,male,hispanic,False,False,warning,10-30
39059,male,hispanic,False,False,warning,10-30
39060,male,white,False,False,warning,31-50
39061,male,hispanic,False,False,warning,31-50
39062,male,hispanic,False,False,warning,31-50
39063,male,white,False,False,warning,10-30
39064,female,white,False,False,citation,51-100
39065,male,black,False,False,warning,51-100
39066,female,black,False,False,warning,10-30
39067,male,black,False,False,warning,10-30
39068,female,hispanic,False,False,citation,10-30
39069,female,hispanic,False,False,citation,10-30
39070,male,asian/pacific islander,False,False,citation,10-30
39071,female,white,False,False,citation,31-50
39072,male,white,False,False,citation,51-100
39073,female,white,False,False,citation,10-30
39074,female,hispanic,False,False,citation,10-30
39075,female,other,False,False,citation,31-50
39076,female,black,False,False,citation,31-50
39077,male,white,False,False,warning,10-30
39078,male,hispanic,False,True,citation,10-30
39079,male,black,False,False,warning,31-50
39080,male,hispanic,False,False,citation,10-30
39081,female,other,False,False,warning,10-30
39082,female,white,False,False,citation,10-30
39083,female,hispanic,False,False,citation,10-30
39084,male,white,False,False,warning,10-30
39085,male,other,False,False,warning,51-100
39086,male,white,False,False,citation,31-50
39087,male,hispanic,False,False,warning,31-50
39088,male,white,False,False,warning,10-30
39089,male,asian/pacific islander,False,False,warning,51-100
39090,male,hispanic,False,False,warning,31-50
39091,female,white,False,False,warning,10-30
39092,female,white,False,False,warning,31-50
39093,female,white,False,False,citation,31-50
39094,male,black,False,False,warning,51-100
39095,male,white,False,False,warning,10-30
39096,male,hispanic,False,True,citation,31-50
39097,male,black,False,False,warning,10-30
39098,female,hispanic,False,False,citation,51-100
39099,male,hispanic,False,False,warning,31-50
39100,male,black,False,False,citation,51-100
39101,female,white,False,False,warning,31-50
39102,male,hispanic,False,False,warning,10-30
39103,male,black,False,True,citation,10-30
39104,male,black,False,False,warning,31-50
39105,male,white,False,False,warning,51-100
39106,male,asian/pacific islander,False,False,warning,31-50
39107,female,hispanic,False,True,citation,10-30
39108,female,white,False,True,citation,51-100
39109,male,white,False,False,warning,10-30
39110,male,black,False,False,warning,51-100
39111,male,hispanic,False,False,warning,31-50
39112,female,white,False,False,citation,31-50
39113,female,hispanic,False,False,citation,31-50
39114,female,other,False,False,warning,10-30
39115,male,asian/pacific islander,False,False,warning,10-30
39116,male,asian/pacific islander,False,True,warning,31-50
39117,male,white,False,False,warning,10-30
39118,male,hispanic,False,False,citation,10-30
39119,female,hispanic,False,False,citation,31-50
39120,female,white,False,False,warning,31-50
39121,male,other,False,False,warning,31-50
39122,male,asian/pacific islander,False,False,warning,10-30
39123,male,hispanic,False,False,warning,10-30
39124,female,hispanic,False,True,citation,51-100
39125,female,white,False,False,citation,51-100
39126,female,white,False,False,warning,31-50
39127,female,asian/pacific islander,False,False,citation,51-100
39128,male,hispanic,False,False,warning,31-50
39129,female,hispanic,False,False,citation,10-30
39130,male,white,False,False,citation,31-50
39131,female,hispanic,False,False,citation,31-50
39132,female,hispanic,False,False,citation,31-50
39133,female,asian/pacific islander,False,False,citation,31-50
39134,male,white,False,False,warning,31-50
39135,female,black,False,False,warning,10-30
39136,male,hispanic,False,False,warning,10-30
39137,female,asian/pacific islander,False,False,warning,31-50
39138,female,black,False,True,citation,10-30
39139,male,hispanic,False,False,citation,10-30
39140,male,white,False,False,citation,31-50
39141,female,black,False,False,warning,10-30
39142,male,black,False,False,warning,51-100
39143,male,hispanic,False,True,warning,10-30
39144,male,black,False,False,warning,10-30
39145,male,asian/pacific islander,False,False,warning,10-30
39147,male,hispanic,False,False,warning,31-50
39148,male,hispanic,False,False,citation,10-30
39149,male,hispanic,False,False,citation,10-30
39150,male,black,False,False,citation,31-50
39151,male,black,False,True,citation,31-50
39152,male,hispanic,False,False,citation,10-30
39153,male,hispanic,False,False,warning,31-50
39154,male,hispanic,False,False,warning,31-50
39155,male,white,False,False,warning,31-50
39156,male,black,False,False,warning,31-50
39157,male,black,False,False,warning,31-50
39158,male,hispanic,False,True,warning,31-50
39159,female,white,False,False,warning,31-50
39160,male,other,False,False,warning,10-30
39161,male,other,False,False,warning,31-50
39162,female,black,False,True,citation,10-30
39163,male,hispanic,False,True,warning,10-30
39164,female,hispanic,False,False,warning,31-50
39165,male,hispanic,False,False,citation,31-50
39166,male,white,False,False,citation,10-30
39167,female,hispanic,False,False,warning,10-30
39168,male,other,False,False,warning,10-30
39169,female,hispanic,False,False,warning,10-30
39170,male,hispanic,False,False,warning,10-30
39171,female,white,False,False,warning,10-30
39172,female,white,False,False,warning,10-30
39173,female,white,False,False,warning,31-50
39174,female,black,False,False,citation,31-50
39175,male,black,False,True,warning,31-50
39176,female,black,False,False,warning,31-50
39177,female,black,False,False,warning,31-50
39178,male,black,False,False,warning,31-50
39179,male,hispanic,False,False,warning,31-50
39180,female,black,False,False,warning,31-50
39181,male,white,False,False,warning,10-30
39182,female,other,False,False,citation,51-100
39183,male,hispanic,False,False,warning,10-30
39184,female,asian/pacific islander,False,False,warning,31-50
39185,male,other,False,False,warning,10-30
39186,male,other,False,False,warning,10-30
39187,male,other,False,False,warning,10-30
39188,male,hispanic,False,False,warning,51-100
39189,male,black,False,False,warning,31-50
39190,female,hispanic,False,False,warning,10-30
39191,male,hispanic,False,True,citation,10-30
39192,male,hispanic,False,False,citation,10-30
39193,male,hispanic,False,True,citation,10-30
39194,male,asian/pacific islander,False,False,warning,10-30
39195,male,hispanic,False,False,warning,51-100
39196,female,black,False,False,citation,31-50
39197,female,hispanic,False,False,citation,31-50
39198,male,hispanic,False,True,citation,51-100
39199,male,hispanic,False,False,citation,10-30
39200,female,hispanic,False,False,citation,31-50
39201,male,hispanic,False,False,citation,31-50
39202,female,hispanic,False,False,warning,31-50
39203,male,white,False,False,citation,10-30
39204,male,hispanic,False,False,warning,10-30
39205,male,black,False,False,warning,51-100
39206,male,black,False,False,warning,10-30
39207,male,black,False,False,warning,51-100
39208,male,asian/pacific islander,False,False,warning,51-100
39209,male,white,False,True,citation,51-100
39210,male,asian/pacific islander,False,False,warning,10-30
39212,male,hispanic,False,False,warning,10-30
39213,female,hispanic,False,False,warning,10-30
39214,female,hispanic,False,False,warning,10-30
39215,female,black,False,False,citation,31-50
39216,male,hispanic,False,False,warning,10-30
39217,female,black,False,True,warning,10-30
